932000 19
933000 -1982
934000 91
935000 686
936000 8867
937000 3981
938000 3790
939000 -4988
940000 3146
941000 3437
942000 2249
943000 3593
944000 2979
945000 -3285
946000 3965
947000 -6437
948000 7655
949000 -3642
950000 1757
951000 550
952000 1475
953000 -1384
954000 5689
955000 -8118
956000 5448
957000 -7017
958000 314
959000 -4940
960000 -5176
961000 -2566
962000 22
963000 1927
964000 5479
965000 7625
966000 -2143
967000 3212
968000 -573
969000 -5245
970000 -2384
971000 4361
972000 -3852
973000 -9156
974000 -15198
975000 6776
976000 -6837
977000 -2701
978000 -2823
979000 -1117
980000 3499
981000 1211
982000 -326
983000 -2978
984000 1706
985000 -48
986000 2164
987000 1474
988000 4083
989000 4284
990000 363
991000 3849
992000 4533
993000 4330
994000 -4052
995000 -96
996000 -5959
997000 1347
998000 -1484
999000 2097
1000000 3706
1001000 5883
1002000 -10177
1003000 -4008
1004000 -702
1005000 3814
1006000 -8036
1007000 6051
1008000 10426
1009000 -372
1010000 -2471
1011000 135
1012000 7034
1013000 2934
1014000 -7959
1015000 228
1016000 4131
1017000 515
1018000 2203
1019000 2119
1020000 1329
1021000 -9967
1022000 -1271
1023000 -1133
1024000 2122
1025000 1666
1026000 -2774
1027000 -10523
1028000 -2084
1029000 494
1030000 -7493
1031000 -6763
1032000 7196
1033000 -508
1034000 -4877
1035000 3477
1036000 1716
1037000 2556
1038000 -2730
1039000 785
1040000 -3601
1041000 11619
1042000 -8491
1043000 -408
1044000 8645
1045000 376
1046000 -9787
1047000 -998
1048000 2078
1049000 7832
1050000 -6287
1051000 -2245
1052000 530
1053000 7049
1054000 -1187
1055000 -3445
1056000 3982
1057000 3930
1058000 -1470
1059000 -2470
1060000 -1497
1061000 4699
1062000 -2648
1063000 13352
1064000 16365
1065000 -14424
1066000 -1344
1067000 -5815
1068000 -2541
1069000 1190
1070000 1554
1071000 52
1072000 -3406
1073000 1450
1074000 4538
1075000 2021
1076000 -2916
1077000 -4722
1078000 7583
1079000 6732
1080000 -1963
1081000 -6972
1082000 -2016
1083000 -1392
1084000 3763
1085000 -179
1086000 6143
1087000 4371
1088000 -5697
1089000 -6714
1090000 -6035
1091000 -2897
1092000 6284
1093000 8298
1094000 981
1095000 -3677
1096000 -4340
1097000 -12
1098000 -6889
1099000 -804
1100000 2517
1101000 12500
1102000 39
1103000 1392
1104000 -9065
1105000 -2832
1106000 711
1107000 2983
1108000 -15537
1109000 -4073
1110000 -15223
1111000 6339
1112000 -1991
1113000 751
1114000 1073
1115000 -400
1116000 -2162
1117000 2617
1118000 2553
1119000 85
1120000 -1244
1121000 -2307
1122000 1788
1123000 2497
1124000 -3415
1125000 -6748
1126000 -711
1127000 3540
1128000 4003
1129000 -2757
1130000 -3595
1131000 -5248
1132000 6117
1133000 890
1134000 -2853
1135000 -1087
1136000 -1104
1137000 3768
1138000 2657
1139000 2084
1140000 -3872
1141000 -934
1142000 2069
1143000 -14049
1144000 -4136
1145000 -2791
1146000 10637
1147000 4888
1148000 -1742
1149000 -5147
1150000 -3981
1151000 1448
1152000 5767
1153000 -1913
1154000 -13545
1155000 7016
1156000 5466
1157000 4063
1158000 -1336
1159000 -1655
1160000 1444
1161000 -2105
1162000 -406
1163000 -7221
1164000 8896
1165000 11181
1166000 2969
1167000 -7388
1168000 -1568
1169000 -641
1170000 -604
1171000 -3574
1172000 981
1173000 -2018
1174000 -2223
1175000 -9451
1176000 6708
1177000 -5640
1178000 5510
1179000 3627
1180000 -3543
1181000 -1432
1182000 -2414
1183000 374
1184000 2865
1185000 2412
1186000 2122
1187000 -606
1188000 2266
1189000 1926
1190000 3409
1191000 3778
1192000 345
1193000 -2252
1194000 -6294
1195000 2516
1196000 5600
1197000 -11186
1198000 15705
1199000 -3143
1200000 13113
1201000 1529
1202000 7418
1203000 -3647
1204000 -5625
1205000 -3758
1206000 1500
1207000 921
1208000 -698
1209000 2697
1210000 9635
1211000 7022
1212000 -4439
1213000 -1968
1214000 5348
1215000 -3544
1216000 -1567
1217000 4597
1218000 1767
1219000 -1199
1220000 12861
1221000 -10669
1222000 -2898
1223000 4006
1224000 6058
1225000 2266
1226000 -1159
1227000 2786
1228000 3627
1229000 -3214
1230000 -2704
1231000 589
1232000 -1574
1233000 3572
1234000 5423
1235000 862
1236000 3469
1237000 4731
1238000 205
1239000 -2841
1240000 -3535
1241000 -2571
1242000 11162
1243000 -9025
1244000 11098
1245000 2885
1246000 -995
1247000 879
1248000 1061
1249000 -326
1250000 1659
1251000 -6766
1252000 91
1253000 -3107
1254000 6967
1255000 2746
1256000 10605
1257000 -3568
1258000 9314
1259000 -4466
1260000 4369
1261000 -7565
1262000 1034
1263000 -4256
1264000 25
1265000 -14275
1266000 10360
1267000 -7718
1268000 7644
1269000 -1761
1270000 1736
1271000 -771
1272000 -5023
1273000 -1986
1274000 -5974
1275000 8905
1276000 -4373
1277000 5125
1278000 -425
1279000 4556
1280000 2190
1281000 7782
1282000 865
1283000 8504
1284000 -3267
1285000 5402
1286000 -4131
1287000 -8054
1288000 -10918
